video,track_id,frame_count,move_distance
C021_A20_SY15_P01_S10_02DBS,463,373,146.7281230650226
C021_A20_SY15_P01_S10_02DBS,465,119,14.44275614340694
C021_A20_SY15_P01_S10_02DBS,466,2,0.10543033222462116
C021_A20_SY15_P01_S10_02DBS,467,5,0.6018804783279574
C021_A20_SY15_P01_S10_02DBS,468,16,2.0871053307369065
C021_A20_SY15_P01_S10_02DBS,469,60,7.411148394732439
C021_A20_SY15_P01_S10_02DBS,475,2,0.07950278359164371
C021_A20_SY15_P01_S10_02DBS,478,3,0.23041761574334196
C021_A20_SY15_P01_S10_02DBS,479,120,26.397393864555774
C021_A20_SY15_P01_S10_02DBS,481,19,2.3983062663374044
C021_A20_SY15_P01_S10_02DBS,482,1,0.0
C021_A20_SY15_P01_S10_02DBS,483,18,1.1858466750312255
C021_A20_SY15_P01_S10_02DBS,484,3,0.25968124891697314
C021_A20_SY15_P01_S11_01DAS,487,599,1461.5131279388645
C021_A20_SY15_P01_S11_01DAS,489,18,65.39249008746131
C021_A20_SY15_P01_S11_01DAS,490,401,739.6992132837415
C021_A20_SY15_P01_S11_01DBS,491,599,2906.1878983147603
C021_A20_SY15_P01_S11_01DBS,492,572,533.6091891299393
C021_A20_SY15_P01_S11_01DBS,497,21,17.73323757399385
C021_A20_SY15_P01_S11_01DBS,498,53,11.656226864482015
C021_A20_SY15_P01_S11_01DBS,500,62,25.903340402609572
C021_A20_SY15_P01_S11_01DBS,501,6,43.544226766311006
C021_A20_SY15_P01_S11_01DBS,503,3,2.6999345691315066
C021_A20_SY15_P01_S11_01DBS,505,14,4.578574701849465
C021_A20_SY15_P01_S11_01DBS,507,1,0.0
C021_A20_SY15_P01_S11_02DAS,508,594,1896.4429128324198
C021_A20_SY15_P01_S11_02DAS,511,439,765.659972368081
C021_A20_SY15_P01_S11_02DAS,515,9,53.5892078443266
C021_A20_SY15_P01_S11_02DAS,516,8,16.735564473476057
C021_A20_SY15_P01_S11_02DBS,517,599,2455.613314093044
C021_A20_SY15_P01_S11_02DBS,518,588,447.4764119973327
C021_A20_SY15_P01_S11_02DBS,520,23,8.630325150333277
C021_A20_SY15_P01_S11_02DBS,521,17,26.721522144978547
C021_A20_SY15_P01_S11_02DBS,522,40,13.25500322612927
C021_A20_SY15_P01_S11_02DBS,523,10,10.007834371540874
C021_A20_SY15_P01_S11_02DBS,526,3,10.22978971749244
C021_A20_SY15_P01_S11_02DBS,527,1,0.0
C021_A20_SY15_P01_S11_02DBS,530,2,0.24356852245450028
C021_A20_SY15_P01_S11_02DBS,532,6,5.236202751085477
C021_A20_SY15_P01_S12_01NAS,533,599,906.7629970269035
C021_A20_SY15_P01_S12_01NAS,534,260,2019.9323949532973
C021_A20_SY15_P01_S12_01NAS,535,77,871.382915902927
C021_A20_SY15_P01_S12_01NAS,536,17,42.798968770568216
C021_A20_SY15_P01_S12_01NAS,538,117,643.3743819576425
C021_A20_SY15_P01_S12_01NAS,539,1,0.0
C021_A20_SY15_P01_S12_01NAS,540,10,109.24437005495089
